category,sleep,recovery,body,set,reps,weights,Duration
fit,2,3,1,2,16,8,10
gain,4,1,1,0,18,6,16
fit,4,1,1,3,15,11,26
gain,1,5,0,2,5,8,15
gain,4,2,1,2,20,16,15
gain,1,4,1,2,12,15,18
gain,1,1,1,0,0,0,31
fit,4,5,1,0,19,22,25
gain,4,4,0,2,20,11,15
gain,4,5,0,2,17,17,38
fit,4,2,0,3,20,18,32
loss,1,5,0,2,19,18,25
gain,1,4,0,2,16,16,34
fit,4,5,1,2,7,10,28
gain,4,5,0,2,15,22,30
gain,2,2,1,0,9,4,16
loss,1,5,0,2,6,10,16
loss,1,4,0,2,20,2,22
loss,1,5,0,2,20,13,16
fit,1,1,0,0,5,5,11
loss,1,1,0,2,18,9,21
gain,1,1,1,2,16,8,0
fit,1,1,0,0,4,3,0
gain,4,3,1,0,0,8,0
fit,1,2,1,2,13,8,23
loss,1,4,0,2,20,8,13
gain,4,5,1,2,20,15,24
gain,2,4,0,0,12,2,14
fit,1,4,1,2,20,7,12
fit,1,1,0,0,15,0,16
fit,1,2,0,2,14,0,0
gain,1,1,0,2,13,0,13
gain,4,1,1,2,3,8,0
gain,4,2,0,2,19,21,29
gain,4,2,0,2,16,22,28
gain,1,1,1,2,0,13,0
loss,2,5,1,3,13,7,21
fit,1,4,0,2,17,4,18
gain,2,2,0,2,20,20,28
gain,4,2,0,0,3,7,18
fit,1,4,1,2,12,11,14
gain,4,2,0,2,13,11,14
gain,1,4,1,2,14,13,0
gain,4,5,0,2,19,22,37
fit,4,5,0,2,20,11,22
gain,1,5,1,2,20,17,26
fit,1,3,0,2,20,17,0
gain,4,5,1,2,14,18,18
loss,1,3,0,2,20,15,20
gain,4,2,1,2,8,8,23
fit,1,5,1,2,20,9,25
loss,1,2,0,2,14,0,21
loss,1,1,0,2,9,1,19
fit,4,5,0,2,19,9,17
gain,4,1,1,2,16,8,29
loss,1,4,1,2,10,5,25
loss,1,1,0,2,2,0,20
loss,1,3,0,2,18,5,15
gain,4,4,1,2,6,9,20
gain,4,2,0,3,4,20,32
fit,4,4,1,3,20,16,19
fit,1,4,1,0,5,4,15
loss,1,3,1,2,20,4,14
gain,4,4,0,3,13,22,23
loss,1,4,0,2,5,4,0
fit,1,1,0,2,13,5,0
loss,1,2,1,2,15,2,0
gain,4,4,0,2,16,22,23
fit,4,4,1,2,18,15,29
gain,1,3,0,2,17,9,15
gain,4,1,0,3,5,5,0
gain,1,4,1,2,5,8,20
fit,1,5,0,2,18,5,17
gain,4,4,0,0,12,12,22
fit,4,4,1,2,20,13,26
loss,1,1,1,2,5,2,14
loss,1,1,0,0,5,0,0
gain,1,5,0,0,15,22,26
loss,4,4,1,3,14,8,31
loss,1,3,1,0,2,3,14
loss,1,2,0,0,2,9,0
gain,1,2,0,2,19,19,19
gain,3,4,1,2,19,22,13
gain,4,3,0,2,6,10,22
gain,4,5,1,2,11,22,28
gain,4,1,0,3,9,13,23
loss,1,1,0,2,6,0,0
fit,4,3,1,2,15,9,27
gain,4,5,0,2,20,11,15
loss,4,5,1,2,20,14,33
fit,1,4,1,2,4,10,13
gain,4,5,1,2,20,22,35
fit,1,4,1,2,20,7,0
loss,1,3,1,2,9,11,25
loss,1,3,1,2,3,6,0
gain,4,4,0,2,15,11,15
fit,4,1,0,2,12,4,23
gain,1,4,1,2,3,14,21
loss,4,5,1,2,16,10,22
fit,1,2,0,0,0,10,13
loss,1,4,1,3,19,18,29
gain,4,2,0,3,12,13,22
fit,1,3,1,2,17,11,16
fit,1,2,1,2,20,9,13
gain,4,2,1,3,6,14,20
loss,1,4,1,2,20,14,20
gain,1,4,1,2,6,8,18
fit,1,5,0,2,15,6,11
gain,1,4,1,2,13,11,18
fit,3,4,0,2,3,3,0
fit,3,3,1,2,19,13,32
gain,4,1,1,2,10,17,20
fit,1,5,1,2,17,12,24
loss,4,1,1,2,20,12,13
fit,1,5,0,2,20,16,17
fit,4,5,0,3,18,17,22
loss,1,2,0,0,9,2,14
loss,4,4,0,2,14,7,18
gain,1,5,0,2,12,4,16
gain,1,1,1,2,15,10,12
fit,2,4,1,2,20,7,17
fit,1,4,0,2,7,3,12
fit,1,5,0,3,20,11,20
loss,4,3,0,2,13,2,15
gain,1,4,1,2,15,9,19
fit,4,4,1,2,20,17,37
loss,1,3,0,2,6,0,0
loss,1,1,0,2,5,1,0
gain,1,1,0,0,1,0,14
loss,4,5,1,2,11,1,35
loss,1,1,0,2,3,0,0
fit,1,5,1,2,18,21,18
gain,4,3,0,2,11,13,19
loss,1,2,0,2,12,0,15
loss,1,5,0,2,15,14,19
fit,2,2,0,2,20,12,10
gain,1,2,0,2,12,8,0
gain,3,3,0,3,0,5,0
loss,1,4,1,2,18,14,18
loss,1,3,1,2,15,3,22
gain,1,4,1,3,10,19,6
loss,1,1,0,2,6,0,14
fit,1,3,0,0,3,6,0
gain,1,4,0,2,20,7,20
fit,2,5,0,2,18,15,15
loss,1,1,1,2,1,1,13
loss,4,1,1,2,19,12,20
loss,1,4,1,2,18,5,14
fit,1,4,1,2,17,10,18
fit,1,4,0,0,10,9,0
loss,1,1,0,3,17,6,24
gain,1,4,1,3,12,10,16
fit,1,2,0,0,11,4,15
loss,1,5,0,2,20,4,18
loss,1,1,0,3,6,6,0
fit,1,1,0,2,3,2,15
loss,1,3,1,2,17,7,18
fit,4,2,0,3,8,8,28
fit,4,4,0,2,18,7,38
gain,1,4,1,0,2,17,12
loss,1,2,0,2,10,0,12
fit,4,5,0,2,18,11,25
loss,1,4,1,2,11,9,11
gain,3,2,1,0,0,5,0
fit,1,5,0,2,18,19,20
gain,1,4,1,2,17,16,25
loss,1,3,1,0,12,6,16
gain,4,5,0,2,12,4,15
loss,4,5,0,3,20,11,27
loss,4,1,1,2,8,1,17
loss,4,3,0,2,20,3,17
fit,4,4,0,2,10,5,0
gain,4,4,0,3,18,22,34
fit,1,2,0,2,15,1,16
loss,4,3,1,2,16,22,0
loss,4,1,0,0,5,5,18
fit,4,4,1,2,14,22,40
fit,1,5,1,2,20,14,16
loss,1,1,0,0,3,0,14
gain,4,2,0,3,9,9,27
loss,1,3,0,2,20,11,0
fit,1,4,1,2,18,9,27
gain,1,2,0,0,8,10,18
fit,4,2,0,3,6,4,23
loss,1,5,1,2,19,4,16
gain,1,5,0,2,18,5,19
loss,1,1,0,0,5,0,0
loss,1,1,0,0,0,0,18
gain,4,3,1,3,8,13,36
gain,1,2,1,2,17,13,35
loss,1,4,1,0,20,4,21
fit,1,4,0,2,18,0,22
gain,4,3,1,2,14,6,24
fit,1,3,1,0,14,3,22
gain,4,3,1,3,6,11,31
fit,1,3,0,2,20,6,0
fit,4,3,0,2,20,9,22
loss,1,5,0,2,0,4,14
fit,1,4,1,2,3,6,14
fit,1,2,0,2,13,3,12
loss,1,4,0,0,10,8,17
loss,1,1,1,2,5,1,11
gain,1,5,1,2,20,17,20
loss,1,3,1,2,20,6,18
gain,1,4,0,3,13,6,22
gain,4,3,1,2,6,15,40
gain,4,4,1,2,9,22,19
loss,1,2,0,3,20,4,19
fit,1,4,0,2,17,8,18
fit,1,4,1,2,20,8,19
gain,4,1,0,0,17,16,19
loss,4,1,1,0,10,6,0
gain,4,4,0,2,20,22,24
fit,1,1,0,2,7,6,0
fit,1,3,1,2,2,8,24
gain,4,4,1,2,20,22,33
gain,1,1,1,2,0,5,13
fit,1,2,0,2,2,3,18
fit,1,3,1,2,3,11,12
loss,1,4,0,2,12,9,21
gain,4,4,1,3,20,22,38
gain,1,4,1,2,11,8,0
fit,1,5,1,2,17,6,15
gain,4,4,1,2,11,22,31
fit,2,3,0,2,3,10,15
fit,4,2,0,2,20,22,40
gain,1,4,1,2,10,12,16
loss,1,1,0,0,5,0,14
gain,2,2,0,2,14,4,0
loss,2,4,1,2,20,14,22
gain,4,5,1,3,20,22,25
gain,3,1,0,0,0,10,0
fit,1,4,1,2,20,7,13
gain,1,4,0,2,20,6,0
fit,1,1,0,2,6,4,13
loss,1,3,0,2,17,2,22
loss,1,3,0,0,20,10,19
fit,4,3,1,2,14,7,17
gain,4,4,1,2,13,12,22
gain,1,5,0,2,17,9,17
loss,1,4,0,2,19,2,13
gain,1,1,1,2,0,6,15
fit,1,4,0,2,14,12,0
fit,1,4,0,2,12,0,14
loss,1,3,1,2,7,2,19
gain,4,5,1,2,16,20,27
loss,4,5,1,1,13,12,30
loss,1,1,0,0,20,2,0
loss,1,4,0,2,14,10,0
gain,4,2,0,0,15,13,38
fit,4,4,1,2,20,10,19
loss,1,1,1,2,16,7,13
gain,3,1,0,0,0,2,15
loss,1,4,1,2,15,5,15
loss,1,1,0,0,3,0,25
fit,1,2,1,2,12,2,21
gain,1,5,1,2,16,7,19
fit,1,1,1,2,8,5,0
fit,1,4,1,2,20,12,20
gain,1,4,1,2,8,7,15
fit,2,2,0,2,10,4,11
loss,1,4,0,2,6,4,0
fit,1,3,0,2,5,8,12
gain,1,2,0,0,3,2,21
gain,4,2,0,2,0,12,26
gain,4,1,1,2,13,8,16
fit,1,4,0,2,4,16,15
loss,1,3,1,2,20,7,13
gain,1,5,0,2,17,11,0
loss,4,1,1,0,2,10,15
fit,4,4,0,2,20,11,18
fit,4,2,0,0,6,13,19
gain,4,5,0,2,20,16,29
loss,1,4,1,2,14,11,18
gain,1,3,1,2,20,22,23
fit,1,2,1,2,15,8,14
loss,1,4,0,2,15,21,21
fit,1,4,1,2,4,4,15
gain,1,3,1,2,15,10,6
fit,1,2,0,2,15,3,0
loss,4,5,1,3,19,6,22
fit,4,3,0,2,14,17,24
gain,1,5,1,3,0,20,20
fit,4,2,0,0,19,11,15
loss,4,2,0,2,14,1,25
gain,4,2,1,0,13,15,23
gain,4,4,0,2,0,11,23
loss,1,1,0,0,3,0,16
fit,1,1,0,0,6,1,0
gain,1,3,1,2,19,10,17
gain,1,1,0,2,13,10,13
gain,3,2,1,2,8,7,26
fit,1,5,1,0,14,12,18
gain,1,4,0,0,20,12,15
gain,3,1,1,0,0,10,12
gain,4,5,0,2,12,15,23
fit,4,2,0,2,19,7,12
fit,4,1,1,3,13,9,18
gain,4,2,0,0,0,7,20
gain,1,3,1,2,4,19,16
gain,1,1,1,0,0,0,14
fit,1,2,0,0,2,0,26
gain,4,2,0,0,18,22,20
gain,4,3,0,2,0,6,37
loss,1,3,1,2,20,0,22
gain,1,1,1,0,0,6,16
loss,1,4,1,2,20,0,20
fit,1,1,0,2,9,7,9
gain,4,5,0,0,5,9,14
gain,1,5,1,0,1,11,0
loss,4,4,1,2,12,1,18
fit,1,4,0,2,20,12,0
gain,1,4,1,2,8,19,38
gain,1,5,0,0,18,13,25
gain,4,5,1,2,16,6,25
gain,1,1,0,0,15,8,14
fit,1,5,1,2,20,4,15
loss,1,2,0,0,6,0,16
fit,1,3,0,2,19,16,0
loss,4,1,1,0,1,14,19
fit,1,2,0,2,17,7,24
gain,1,2,0,2,9,7,13
loss,4,1,1,3,19,2,0
gain,4,3,1,1,13,20,26
fit,1,2,1,2,20,8,13
gain,4,5,1,2,17,19,40
fit,4,3,0,2,12,22,0
gain,1,1,0,0,6,7,0
gain,2,4,0,2,12,13,23
gain,2,4,0,2,13,13,0
fit,1,1,1,0,11,1,0
gain,4,4,0,2,10,22,23
loss,1,4,0,2,18,9,16
gain,4,4,1,2,20,15,40
loss,1,3,1,2,8,9,15
loss,2,4,0,2,14,13,17
loss,4,5,0,2,19,14,24
loss,4,4,1,3,18,7,22
loss,1,4,1,2,7,6,27
fit,1,2,1,2,4,4,25
loss,1,4,1,2,17,7,24
gain,1,1,0,2,10,10,15
fit,4,5,1,2,19,12,17
fit,1,4,0,2,20,7,21
fit,1,2,0,2,16,0,15
loss,1,3,0,2,20,5,21
fit,1,5,0,2,10,14,17
loss,1,3,0,2,20,9,16
gain,3,4,1,2,12,7,15
loss,1,1,1,0,0,4,14
fit,1,5,1,3,20,11,18
gain,1,4,1,3,14,7,3
fit,1,1,1,3,20,10,15
loss,1,5,1,0,16,16,19
fit,1,4,0,2,16,10,18
loss,3,2,1,2,20,14,27
gain,4,1,1,0,0,6,19
gain,4,5,0,0,20,16,40
fit,4,5,0,2,20,9,17
loss,1,2,1,2,20,2,15
gain,4,4,1,1,19,16,26
loss,1,2,1,2,7,2,17
gain,1,5,0,2,11,5,16
gain,1,1,0,2,20,11,15
fit,1,3,0,0,15,12,23
gain,4,5,0,2,9,7,0
gain,4,5,1,3,17,18,26
loss,1,2,1,2,15,19,23
loss,1,4,0,2,17,5,27
loss,4,4,1,2,19,15,25
loss,1,1,1,0,7,1,0
loss,1,3,1,2,18,0,16
loss,1,4,1,2,20,4,15
fit,4,5,0,3,17,7,18
gain,2,5,0,1,12,16,31
fit,2,5,0,0,3,11,20
fit,1,3,1,2,18,9,13
loss,1,3,1,0,0,9,17
gain,4,3,1,2,0,13,19
loss,1,4,0,0,19,3,18
loss,1,2,0,2,0,3,13
gain,1,4,1,2,16,19,5
gain,4,1,1,3,0,6,0
fit,1,2,1,2,19,10,22
gain,1,2,0,0,18,15,0
gain,1,3,0,2,12,9,15
loss,1,3,0,2,15,10,16
gain,4,5,0,3,20,18,28
fit,1,4,1,2,16,7,20
gain,1,4,0,3,19,22,36
loss,2,4,1,0,8,8,18
fit,3,3,0,2,18,12,31
loss,4,4,0,3,14,9,38
fit,1,1,0,2,2,9,16
fit,2,2,1,1,15,18,23
gain,4,4,1,2,15,10,28
gain,1,1,1,2,0,0,22
gain,1,5,0,3,11,9,23
gain,4,4,1,2,16,18,5
fit,1,3,0,2,17,10,13
gain,4,2,1,2,20,22,38
fit,2,2,0,2,12,10,4
loss,1,5,0,2,15,6,11
gain,4,2,0,2,4,9,13
gain,1,1,1,0,4,0,17
gain,2,1,1,0,15,11,18
fit,1,2,0,0,10,16,19
loss,1,1,0,2,11,7,16
gain,1,2,1,2,12,10,11
fit,1,5,1,2,15,20,28
loss,1,4,1,2,8,0,0
loss,1,1,1,0,4,7,18
gain,1,1,0,0,13,10,20
gain,1,4,0,2,19,9,17
gain,1,3,0,2,15,10,17
loss,1,5,0,2,13,4,11
gain,4,3,1,2,19,9,21
gain,2,2,1,2,0,15,18
gain,4,1,0,0,4,4,15
gain,1,4,0,0,16,14,12
fit,1,3,0,2,0,0,14
gain,4,1,0,0,13,18,23
gain,1,1,1,0,0,9,21
fit,1,4,1,2,20,16,37
loss,4,3,0,2,15,16,0
fit,1,2,0,2,3,0,15
gain,1,4,0,2,6,9,16
fit,4,1,0,3,18,16,40
gain,4,4,0,3,12,12,26
gain,1,1,1,2,18,20,16
fit,1,1,1,2,6,4,15
loss,1,4,0,2,20,13,0
fit,1,4,0,3,20,10,15
gain,3,3,1,2,10,18,18
fit,1,3,0,2,20,6,11
gain,1,4,1,0,5,3,0
gain,1,4,0,2,19,5,14
loss,1,5,1,2,20,5,23
gain,4,1,0,0,6,3,0
fit,1,3,0,2,10,7,0
fit,1,3,0,0,14,9,24
fit,4,1,0,2,18,14,14
gain,1,5,0,2,17,11,23
gain,1,2,0,2,12,1,14
gain,4,5,1,2,12,6,31
fit,1,1,0,0,0,0,0
fit,1,5,0,0,6,12,9
fit,1,1,1,0,9,9,0
fit,1,2,0,2,13,9,33
gain,1,2,1,2,12,15,15
fit,3,5,1,2,20,4,15
loss,1,4,0,2,20,8,15
gain,1,4,0,3,19,11,16
gain,4,3,0,2,20,18,29
loss,1,2,1,0,5,0,0
fit,1,1,0,2,13,0,0
loss,1,4,1,0,16,4,13
fit,1,1,0,2,18,0,0
loss,1,2,0,2,5,0,19
loss,4,2,1,3,0,0,0
fit,4,5,0,3,20,6,26
gain,4,1,1,3,0,11,20
fit,1,2,1,0,4,4,0
gain,1,4,1,2,10,19,0
gain,1,2,0,3,0,4,13
fit,2,5,1,2,20,13,20
fit,1,4,1,0,12,8,13
loss,1,1,0,2,6,0,16
loss,1,5,0,2,3,8,0
gain,3,2,1,3,9,22,33
gain,4,4,1,2,10,11,24
gain,4,3,1,0,13,22,0
fit,1,2,0,0,5,4,0
loss,4,4,0,2,20,15,23
fit,4,1,1,2,0,8,0
gain,1,3,0,3,5,0,12
loss,1,5,1,2,20,0,15
gain,4,5,1,3,17,22,40
loss,1,5,1,2,20,10,30
gain,4,5,0,2,15,22,0
loss,1,5,0,2,15,6,12
gain,4,5,1,3,15,22,26
gain,4,4,1,2,12,22,26
gain,4,2,0,2,7,22,19
gain,3,3,0,0,8,14,0
gain,1,1,1,2,0,2,18
fit,4,2,0,3,9,13,21
fit,4,2,0,3,12,9,34
gain,4,4,1,3,11,13,15
loss,1,3,0,2,20,1,17
loss,4,3,0,3,17,4,31
fit,1,5,0,2,18,12,13
gain,4,5,1,2,20,15,18
gain,4,5,1,3,11,12,25
gain,1,4,0,2,0,5,18
fit,1,5,1,2,20,11,21
gain,1,1,1,2,1,3,16
loss,1,4,1,2,14,17,19
fit,1,4,0,2,19,10,22
fit,1,3,0,2,19,6,0
loss,1,4,1,2,20,5,14
gain,3,3,0,2,19,15,24
fit,1,1,0,2,5,5,17
fit,3,5,0,2,16,13,29
gain,1,2,0,2,0,9,18
gain,1,2,0,0,3,0,0
gain,4,1,0,2,7,22,20
gain,1,3,0,2,7,8,12
gain,1,2,1,2,8,11,26
gain,4,1,0,3,12,13,23
gain,1,5,0,2,20,17,17
loss,1,3,1,2,20,0,15
loss,1,1,0,0,0,1,0
loss,4,5,0,2,17,14,17
fit,1,4,0,2,17,16,15
loss,2,2,0,3,10,11,0
gain,4,4,1,2,0,11,17
loss,1,2,0,2,12,7,19
gain,1,3,0,2,20,9,27
loss,1,4,1,2,20,7,19
gain,2,4,1,2,18,17,30
gain,1,4,0,2,20,13,28
gain,1,1,0,2,12,10,14
gain,4,5,1,3,20,22,36
gain,1,3,1,2,20,10,13
loss,1,3,1,0,0,0,19
gain,1,3,0,3,20,10,11
fit,1,5,0,2,19,11,17
fit,4,4,0,2,4,8,24
gain,4,4,1,0,11,17,18
loss,4,4,1,2,20,0,11
loss,1,3,1,0,9,0,0
fit,1,5,1,0,15,11,26
gain,1,1,1,2,3,4,19
fit,1,2,0,2,0,4,0
loss,1,5,0,2,11,3,12
gain,1,4,1,2,20,3,0
gain,4,5,1,2,20,22,28
fit,1,4,0,3,11,6,17
gain,1,1,0,0,0,0,0
loss,3,3,1,2,19,9,0
gain,1,4,0,2,9,8,14
loss,4,5,0,3,20,13,25
loss,1,2,0,2,14,4,11
gain,1,5,0,0,18,6,20
loss,1,3,1,2,18,11,19
gain,1,1,1,2,13,5,14
gain,1,2,0,0,1,2,0
fit,4,5,1,2,20,15,28
loss,4,5,0,3,20,6,2
loss,1,5,0,2,20,8,24
loss,4,3,0,0,17,12,20
fit,1,4,0,2,13,7,17
gain,1,4,1,2,9,9,22
gain,2,4,0,2,14,11,19
fit,1,5,0,2,19,9,10
loss,1,5,0,2,19,11,26
fit,1,1,0,0,0,0,13
loss,1,1,0,2,13,1,0
gain,4,2,0,3,13,15,34
loss,1,2,0,0,0,0,0
loss,1,1,1,3,7,3,23
gain,2,4,1,2,13,5,19
gain,4,1,0,0,1,5,0
loss,1,3,0,2,9,5,18
loss,1,4,1,2,15,7,0
fit,1,3,0,2,11,11,16
gain,4,4,0,2,17,12,38
gain,4,5,1,2,17,16,30
gain,1,4,1,0,2,5,17
fit,1,1,0,2,16,5,14
loss,1,1,1,2,20,20,19
loss,1,3,1,2,18,0,20
fit,1,2,0,2,10,10,13
fit,1,2,0,2,20,6,14
gain,1,3,0,3,8,14,20
fit,1,5,0,3,20,15,27
loss,1,2,0,2,20,6,15
fit,1,2,0,2,13,7,17
gain,4,4,0,0,1,20,17
loss,1,2,0,2,8,3,14
loss,1,1,1,2,2,0,12
gain,4,5,1,2,20,22,21
fit,1,2,0,0,5,4,14
loss,1,4,0,2,20,11,14
loss,1,4,0,2,20,9,38
fit,1,5,0,3,20,11,28
gain,1,1,0,3,8,2,13
gain,4,4,1,2,15,22,29
loss,1,2,0,0,8,12,20
gain,1,1,0,2,3,10,0
fit,1,4,1,2,20,8,17
gain,4,5,0,2,18,22,19
loss,1,2,0,0,0,0,11
loss,1,1,1,3,3,15,0
gain,4,4,0,0,7,13,20
gain,1,1,0,2,4,14,14
gain,4,5,1,3,10,22,33
loss,1,4,0,2,17,0,15
loss,2,1,0,2,5,0,13
fit,3,3,0,0,5,7,21
fit,1,5,0,2,20,15,17
loss,1,3,1,2,20,11,28
fit,1,2,0,2,16,13,16
gain,3,5,0,2,17,20,20
fit,1,5,0,0,3,2,0
loss,1,3,0,2,20,2,0
fit,4,5,0,2,19,9,0
gain,4,4,0,0,4,8,0
loss,1,2,0,2,1,2,0
loss,1,4,0,2,6,6,20
gain,4,3,1,3,16,22,19
gain,4,2,0,3,20,15,19
fit,2,4,0,0,18,22,16
gain,4,2,1,3,1,15,29
fit,1,1,0,2,8,10,0
fit,1,4,0,2,20,13,13
gain,4,3,0,2,18,12,0
gain,1,5,0,3,10,11,18
gain,4,1,0,2,14,9,5
fit,1,4,1,0,14,21,32
fit,4,1,0,2,20,7,24
gain,1,5,0,3,12,13,22
loss,4,2,1,2,20,22,35
fit,1,4,0,3,20,16,29
fit,1,4,0,2,7,7,14
gain,3,1,1,2,14,4,17
loss,1,4,0,2,2,7,15
fit,4,2,0,2,20,16,25
fit,1,4,0,2,17,8,17
gain,4,2,1,0,8,15,9
loss,1,2,0,2,8,0,11
gain,4,1,1,2,2,12,24
gain,1,5,1,2,10,10,25
gain,3,4,0,0,1,8,0
gain,4,5,1,3,16,22,30
gain,1,3,0,2,7,13,17
fit,3,1,0,2,0,3,0
gain,4,4,1,3,6,18,17
gain,4,3,1,2,14,15,20
loss,1,2,0,3,7,10,0
loss,2,2,0,2,17,1,12
fit,1,4,0,2,5,9,14
loss,2,3,0,0,15,0,17
loss,1,1,0,0,0,0,0
fit,4,4,0,2,4,10,0
loss,1,4,1,2,11,3,0
gain,3,4,0,3,17,13,20
gain,2,1,1,3,17,13,21
gain,1,3,1,2,15,9,0
gain,3,4,0,2,20,15,24
fit,1,5,0,2,20,22,26
gain,1,4,1,3,12,13,31
loss,1,4,0,2,20,7,15
fit,1,1,1,0,11,1,0
fit,4,2,0,0,19,13,23
loss,1,3,1,2,20,10,13
loss,1,4,0,2,7,0,14
loss,1,4,1,2,0,6,14
gain,1,1,1,2,20,6,18
fit,1,5,0,0,11,15,16
gain,1,1,0,0,12,11,0
gain,1,5,0,2,12,11,0
gain,1,4,1,2,16,21,28
gain,4,5,0,3,20,15,22
fit,4,2,0,2,14,7,15
gain,3,1,1,2,2,8,26
gain,4,3,0,2,20,21,29
loss,1,4,0,2,15,6,0
fit,4,5,1,1,18,18,40
loss,1,3,0,2,14,4,14
gain,1,2,1,0,16,17,37
fit,1,1,0,2,7,7,0
loss,1,5,0,2,20,7,22
loss,1,5,0,2,20,6,24
loss,4,5,0,2,15,1,13
loss,1,5,0,2,18,10,0
gain,4,2,0,3,19,8,34
gain,1,2,1,2,0,10,18
loss,1,1,1,2,17,6,23
fit,1,4,0,2,19,6,20
gain,2,2,1,2,19,22,17
fit,1,1,0,0,3,2,17
gain,4,5,1,3,0,10,23
gain,4,4,0,3,16,15,31
gain,2,4,0,0,11,9,0
fit,1,4,0,2,4,5,10
fit,4,4,0,3,15,13,0
fit,1,2,0,0,2,3,17
fit,1,4,1,2,10,14,0
gain,1,5,0,2,0,9,0
gain,1,4,0,3,19,15,33
loss,1,5,0,2,16,6,16
loss,3,5,1,2,20,8,15
gain,1,5,1,0,4,1,16
fit,1,2,0,2,16,10,11
loss,4,5,0,2,20,9,21
gain,1,5,0,2,15,16,31
loss,4,3,1,2,8,11,0
loss,1,2,1,2,20,5,13
loss,1,5,1,2,17,13,28
gain,1,3,1,0,10,22,18
gain,4,2,1,3,18,10,19
gain,4,4,1,2,17,22,21
gain,1,2,0,2,10,20,1
gain,1,4,1,3,9,22,32
gain,1,1,0,0,1,0,0
fit,1,1,0,0,5,0,0
gain,1,3,1,3,15,21,29
gain,1,5,1,2,14,22,24
gain,1,4,1,2,10,4,22
fit,1,1,0,2,13,12,0
loss,2,2,0,0,14,8,17
fit,4,1,1,3,17,17,19
fit,4,3,1,2,12,9,0
fit,1,1,1,0,0,5,0
loss,1,3,1,0,1,8,0
loss,2,5,0,2,19,15,33
gain,4,4,1,2,8,17,25
gain,1,4,1,3,19,19,23
gain,1,5,1,2,6,9,19
loss,1,4,0,0,19,8,21
gain,1,3,0,2,11,14,21
gain,1,2,1,2,8,9,18
gain,4,2,1,3,0,10,19
fit,1,4,1,2,16,12,18
gain,1,5,0,2,17,13,17
fit,1,4,0,2,18,7,12
gain,1,4,0,2,8,8,15
gain,4,3,1,3,1,15,0
gain,1,3,0,2,20,4,8
loss,1,4,1,2,18,1,18
gain,4,2,0,2,1,13,33
gain,4,5,1,3,16,22,29
fit,1,2,0,0,0,2,0
loss,1,3,0,2,20,0,13
loss,1,4,1,3,7,1,16
fit,1,4,0,0,20,2,15
fit,4,4,1,2,16,11,24
gain,4,2,0,0,15,14,28
fit,1,2,0,2,0,10,13
loss,1,4,1,3,19,20,15
fit,1,5,0,2,11,12,27
fit,4,2,0,2,14,22,20
gain,4,4,1,2,15,21,35
gain,4,5,0,0,17,7,18
gain,1,2,1,3,0,8,16
fit,1,2,1,2,11,2,20
fit,1,2,0,0,14,12,28
fit,1,4,0,2,11,7,12
gain,1,3,0,3,12,11,33
gain,3,2,1,0,2,10,15
gain,4,1,1,0,20,22,25
gain,1,2,1,2,11,19,17
gain,4,3,1,2,20,12,23
fit,1,4,0,2,19,11,15
gain,1,4,0,2,2,14,26
gain,4,3,1,2,0,12,15
loss,1,4,0,2,5,10,0
gain,1,4,1,2,11,16,20
gain,4,5,0,2,20,22,21
gain,1,2,0,0,2,9,0
fit,1,4,1,2,20,14,21
loss,1,5,1,2,20,7,18
fit,4,2,1,2,8,12,21
gain,1,3,0,0,17,9,23
gain,1,2,0,0,0,15,17
fit,1,5,1,2,10,16,17
gain,4,4,1,0,16,22,4
loss,1,2,1,2,14,10,21
loss,3,5,0,3,18,22,18
loss,1,4,0,0,18,3,17
loss,4,4,1,2,13,3,17
gain,1,3,0,3,13,11,4
gain,1,1,0,0,0,9,0
gain,1,4,1,2,20,7,29
fit,2,1,1,2,11,5,13
gain,4,2,1,2,20,8,29
gain,3,4,0,3,4,22,28
gain,4,1,0,2,13,19,1
gain,4,5,1,2,20,22,22
loss,1,2,0,2,2,0,20
fit,1,4,0,2,14,22,17
loss,1,4,0,2,16,1,17
fit,3,1,0,3,17,9,0
fit,1,2,1,2,15,7,14
gain,4,4,1,2,11,9,29
loss,1,3,0,0,20,0,0
gain,4,2,0,2,3,12,16
fit,4,2,1,3,14,8,34
gain,1,5,0,2,19,14,21
fit,1,1,0,0,0,0,15
loss,1,2,1,2,15,2,18
loss,4,4,0,2,19,14,15
fit,1,2,0,2,20,6,23
loss,1,3,1,2,20,0,13
loss,1,4,1,2,15,0,13
loss,1,2,1,2,5,8,17
fit,1,4,1,2,20,10,27
fit,3,2,1,2,20,7,21
fit,4,5,1,2,18,13,20
fit,2,5,0,2,11,14,22
fit,1,3,1,2,4,20,19
gain,1,1,0,2,9,6,0
loss,3,3,1,2,9,8,16
gain,4,5,0,3,15,12,26
fit,1,1,0,2,2,10,14
fit,4,5,0,2,20,5,36
gain,3,5,0,2,16,11,20
gain,4,2,0,2,17,12,0
loss,1,2,0,2,20,10,13
fit,1,5,0,2,11,16,16
gain,4,5,0,3,17,22,28
gain,4,4,1,2,16,15,29
fit,1,3,0,2,13,0,11
loss,1,1,1,2,7,3,22
gain,1,1,1,0,11,4,16
loss,1,4,0,2,20,15,29
gain,4,2,1,2,19,9,27
gain,4,5,1,0,1,8,21
gain,4,4,1,0,15,10,23
gain,1,2,0,2,0,3,13
